OTU_ID	kingdom	phylum	class	order	family	genus	species
OTU1344	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae		
OTU136	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Arachnopeziza	
OTU1375	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae		
OTU1476	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	
OTU1557	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Mucoraceae	g__unidentified	s__unidentified
OTU1580	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales			
OTU1587	k__Fungi	p__Basidiomycota	c__Tremellomycetes				
OTU1598	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Beltraniaceae	g__Beltraniella	s__unidentified
OTU1600	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__Endogonales	f__Endogonaceae	g__Endogone	
OTU1602	k__Fungi	p__Ascomycota					
OTU1603	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__Endogonales	f__Endogonaceae	g__Endogone	
OTU1777	k__Fungi						
OTU2010	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2102	k__Fungi	p__Ascomycota					
OTU2195	k__Fungi						
OTU2197	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS21	f__unidentified	g__unidentified	s__unidentified
OTU2279	k__Fungi	p__Ascomycota	c__Leotiomycetes				
OTU2632	k__Fungi						
OTU2842	k__Fungi	p__Basidiomycota					
OTU427	k__Fungi	p__Ascomycota					
OTU515	k__Fungi	p__Ascomycota					
OTU695	k__Fungi	p__Ascomycota					
OTU740	k__Fungi	p__Ascomycota					
OTU742	k__Fungi	p__Mucoromycota					
OTU752	k__Fungi						
OTU754	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Ceratobasidium	s__unidentified
OTU974	k__Fungi						
OTU134	k__Fungi	p__Ascomycota					
OTU63	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU53	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__Clonostachys	s__Clonostachys_candelabrum
OTU169	k__Fungi						
OTU73	k__Fungi	p__Ascomycota					
OTU161	k__Fungi	p__Ascomycota					
OTU454	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	
OTU507	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU419	k__Fungi						
OTU393	k__Fungi	p__Ascomycota					
OTU625	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Hirsutella	
OTU767	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Xenopolyscytalum	s__Xenopolyscytalum_pinea
OTU478	k__Fungi						
OTU610	k__Fungi						
OTU436	k__Fungi						
OTU201	k__Fungi	p__Ascomycota					
OTU437	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
OTU1595	k__Fungi						
OTU1179	k__Fungi						
OTU211	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Magnaporthales	f__Magnaporthaceae	g__Pseudophialophora	s__Pseudophialophora_magnispora
OTU137	k__Fungi	p__Ascomycota					
OTU1190	k__Fungi						
OTU1309	k__Fungi	p__Ascomycota					
OTU558	k__Fungi						
OTU420	k__Fungi	p__Ascomycota	c__Leotiomycetes				
OTU192	k__Fungi	p__Ascomycota					
OTU623	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariomycetes_ord_Incertae_sedis	f__Sordariomycetes_fam_Incertae_sedis	g__Conlarium	s__unidentified
OTU1350	k__Fungi						
OTU1696	k__Fungi						
OTU1288	k__Fungi	p__Ascomycota					
OTU2023	k__Fungi						
OTU1300	k__Fungi	p__Ascomycota					
OTU1694	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales			
OTU1703	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces	
OTU216	k__Fungi	p__Ascomycota					
OTU231	k__Fungi	p__Ascomycota					
OTU292	k__Fungi	p__Ascomycota	c__Leotiomycetes				
OTU112	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae	g__Chaetosphaeria	
OTU2043	k__Fungi						
OTU1006	k__Fungi						
OTU414	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Mariannaea	s__Mariannaea_samuelsii
OTU13	k__Fungi						
OTU804	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU1012	k__Fungi	p__Ascomycota					
OTU1029	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae		
OTU1213	k__Fungi						
OTU1236	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Rhytismatales	f__Rhytismataceae	g__Lophodermium	s__Lophodermium_australe
OTU1240	k__Fungi						
OTU1297	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae		
OTU1329	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiostomataceae		
OTU1413	k__Fungi						
OTU1441	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales			
OTU1475	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU1556	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU1558	k__Fungi	p__Ascomycota					
OTU1570	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU1574	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU1576	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Mucoraceae	g__Mucor	s__Mucor_circinelloides
OTU1578	k__Fungi						
OTU1583	k__Fungi	p__Chytridiomycota	c__GS13	o__unidentified	f__unidentified	g__unidentified	s__unidentified
OTU1592	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__unidentified	g__unidentified	s__unidentified
OTU1597	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_globulifera
OTU1826	k__Fungi						
OTU189	k__Fungi						
OTU1971	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU2008	k__Fungi						
OTU2014	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__Endogonales	f__Endogonaceae	g__Endogone	
OTU2093	k__Fungi	p__Ascomycota					
OTU220	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Geastrales	f__Geastraceae	g__Nidulariopsis	s__Nidulariopsis_iowensis
OTU2296	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Botryosphaeriales	f__Phyllostictaceae		
OTU2393	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__unidentified	g__unidentified	s__unidentified
OTU244	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces	
OTU2469	k__Fungi	p__Ascomycota					
OTU2485	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
OTU2628	k__Fungi	p__Glomeromycota					
OTU2666	k__Fungi	p__Ascomycota					
OTU2809	k__Fungi						
OTU291	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Agaricales_fam_Incertae_sedis	g__Acanthocorticium	s__Acanthocorticium_brueggemannii
OTU297	k__Fungi	p__Ascomycota					
OTU384	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Camarophyllopsis	s__unidentified
OTU476	k__Fungi						
OTU482	k__Fungi	p__Ascomycota					
OTU501	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae		
OTU538	k__Fungi	p__Ascomycota					
OTU634	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae		
OTU659	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__Endogonales	f__Endogonaceae	g__Endogone	
OTU675	k__Fungi	p__Ascomycota					
OTU677	k__Fungi	p__Ascomycota					
OTU753	k__Fungi	p__Ascomycota					
OTU8	k__Fungi						
OTU81	k__Fungi						
OTU833	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces	
OTU852	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__Endogonales	f__Endogonaceae	g__Endogone	s__unidentified
OTU934	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__Penicillium_sumatraense
OTU982	k__Fungi	p__Ascomycota					
OTU66	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Hygrophoraceae	g__Hygrocybe	s__unidentified
OTU32	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Clavulinaceae	g__Multiclavula	s__Multiclavula_clara
OTU52	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Hygrophoraceae		
OTU145	k__Fungi	p__Ascomycota					
OTU128	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU431	k__Fungi						
OTU209	k__Fungi						
OTU94	k__Fungi	p__Ascomycota	c__Geoglossomycetes	o__Geoglossales	f__Geoglossaceae	g__Geoglossum	
OTU83	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales			
OTU1051	k__Fungi						
OTU764	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Russulaceae	g__Russula	s__Russula_cessans
OTU14	k__Fungi	p__Ascomycota	c__Geoglossomycetes	o__Geoglossales	f__Geoglossaceae	g__Trichoglossum	s__Trichoglossum_walteri
OTU78	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Metarhizium	
OTU357	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1366	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Tolypocladium	
OTU374	k__Fungi	p__Ascomycota	c__Eurotiomycetes				
OTU504	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Delicatula	s__Delicatula_integrella
OTU255	k__Fungi	p__Ascomycota					
OTU140	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Thelephoraceae		
OTU375	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	
OTU757	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Magnaporthales	f__Magnaporthaceae		
OTU278	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__GS33	f__unidentified	g__unidentified	s__unidentified
OTU251	k__Fungi	p__Ascomycota	c__Eurotiomycetes				
OTU1033	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae		
OTU133	k__Fungi						
OTU313	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Phialocephala	
OTU120	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Clavaria	s__unidentified
OTU506	k__Fungi	p__Ascomycota					
OTU505	k__Fungi	p__Ascomycota					
OTU435	k__Fungi	p__Ascomycota					
OTU148	k__Fungi	p__Ascomycota					
OTU187	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Alphamycetaceae	g__Betamyces	
OTU432	k__Fungi						
OTU471	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Magnaporthales	f__Magnaporthaceae	g__Pseudophialophora	s__Pseudophialophora_magnispora
OTU1628	k__Fungi						
OTU336	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU613	k__Fungi	p__Ascomycota					
OTU1610	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	
OTU1618	k__Fungi	p__Ascomycota					
OTU1032	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Lachnum	
OTU229	k__Fungi	p__Ascomycota					
OTU282	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_gemmifera
OTU468	k__Fungi	p__Ascomycota					
OTU509	k__Fungi						
OTU184	k__Fungi						
OTU1609	k__Fungi	p__Ascomycota					
OTU620	k__Fungi	p__Ascomycota					
OTU508	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__unidentified	f__unidentified	g__unidentified	s__unidentified
OTU1080	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU277	k__Fungi						
OTU1607	k__Fungi	p__Glomeromycota					
OTU987	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Auriculariaceae	g__Auricularia	s__unidentified
OTU1045	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1606	k__Fungi						
OTU1648	k__Fungi						
OTU765	k__Fungi						
OTU758	k__Fungi						
OTU433	k__Fungi	p__Ascomycota	c__Leotiomycetes				
OTU1615	k__Fungi	p__Ascomycota					
OTU1235	k__Fungi						
OTU763	k__Fungi	p__Glomeromycota					
OTU1616	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales			
OTU1862	k__Fungi						
OTU2364	k__Fungi						
OTU77	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales			
OTU162	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Chaetomium	
OTU1611	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Irpicaceae	g__Ceriporia	s__Ceriporia_reticulata
OTU305	k__Fungi						
OTU1059	k__Fungi						
OTU761	k__Fungi						
OTU2522	k__Fungi						
OTU1708	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__unidentified	s__unidentified
OTU511	k__Fungi						
OTU56	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Clavaria	
OTU265	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU1748	k__Fungi	p__Glomeromycota					
OTU226	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1644	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae		
OTU1034	k__Fungi	p__Ascomycota					
OTU1621	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__unidentified	s__unidentified
OTU1653	k__Fungi	p__Ascomycota					
OTU1654	k__Fungi	p__Ascomycota					
OTU174	k__Fungi	p__Ascomycota					
OTU2904	k__Fungi						
OTU766	k__Fungi	p__Ascomycota					
OTU1086	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS21	f__unidentified	g__unidentified	s__unidentified
OTU692	k__Fungi						
OTU295	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Strigulales	f__Strigulaceae	g__Strigula	s__Strigula_melanobapha
OTU210	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Leotiomycetes_ord_Incertae_sedis	f__Pseudeurotiaceae	g__Pseudogymnoascus	s__Pseudogymnoascus_roseus
OTU36	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae		
OTU102	k__Fungi	p__Ascomycota					
OTU1024	k__Fungi						
OTU567	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Amphisphaeriaceae	g__Polyscytalum	s__unidentified
OTU615	k__Fungi	p__Ascomycota					
OTU100	k__Fungi	p__Ascomycota					
OTU1052	k__Fungi						
OTU1055	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Magnaporthales	f__unidentified	g__unidentified	s__unidentified
OTU1494	k__Fungi						
OTU1659	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
OTU441	k__Fungi	p__Ascomycota					
OTU485	k__Fungi						
OTU1646	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae		
OTU402	k__Fungi						
OTU380	k__Fungi	p__Ascomycota					
OTU1035	k__Fungi	p__Ascomycota					
OTU398	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales			
OTU1102	k__Fungi	p__Glomeromycota					
OTU382	k__Fungi	p__Glomeromycota					
OTU1043	k__Fungi	p__Ascomycota					
OTU217	k__Fungi	p__Ascomycota					
OTU512	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae		
OTU230	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU1715	k__Fungi	p__Glomeromycota					
OTU119	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__unidentified	f__unidentified	g__unidentified	s__unidentified
OTU1900	k__Fungi						
OTU451	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiostomataceae	g__Lophiostoma	s__Lophiostoma_chamaecyparidis
OTU472	k__Fungi	p__Ascomycota					
OTU1046	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1053	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Melanommataceae	g__unidentified	s__unidentified
OTU1158	k__Fungi						
OTU1421	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Sporocadaceae	g__Pestalotiopsis	
OTU1608	k__Fungi	p__Ascomycota	c__Eurotiomycetes				
OTU1617	k__Fungi	p__Ascomycota					
OTU1632	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae		
OTU1638	k__Fungi						
OTU1640	k__Fungi						
OTU1650	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__Endogonales	f__Endogonaceae	g__Endogone	
OTU630	k__Fungi	p__Ascomycota					
OTU696	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae		
OTU768	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae		
OTU893	k__Fungi	p__Ascomycota					
OTU906	k__Fungi						
OTU965	k__Fungi	p__Ascomycota					
OTU616	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Sordariales_fam_Incertae_sedis	g__Staphylotrichum	s__Staphylotrichum_boninense
OTU213	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU281	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU1087	k__Fungi						
OTU608	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae		
OTU345	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	
OTU1081	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU235	k__Fungi						
OTU286	k__Fungi	p__Ascomycota					
OTU1197	k__Fungi						
OTU1683	k__Fungi						
OTU760	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU459	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU69	k__Fungi	p__Ascomycota					
OTU759	k__Fungi	p__Ascomycota					
OTU1182	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae		
OTU444	k__Fungi	p__Basidiomycota					
OTU260	k__Plantae	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
OTU2860	k__Fungi						
OTU51	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	
OTU614	k__Fungi	p__Basidiomycota					
OTU1626	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_horticola
OTU1095	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiostomataceae	g__Lophiostoma	s__unidentified
OTU1641	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae		
OTU135	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales			
OTU2387	k__Fungi						
OTU1036	k__Fungi						
OTU10	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Phallales	f__Clathraceae	g__Clathrus	s__Clathrus_archeri
OTU1042	k__Fungi						
OTU1049	k__Fungi						
OTU1050	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis		
OTU1054	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__unidentified	g__unidentified	s__unidentified
OTU1126	k__Fungi	p__Ascomycota					
OTU1189	k__Fungi	p__Ascomycota					
OTU121	k__Fungi						
OTU1265	k__Fungi						
OTU1294	k__Fungi						
OTU1374	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__Archaeosporaceae	g__unidentified	s__unidentified
OTU1500	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1529	k__Fungi	p__Ascomycota					
OTU1614	k__Fungi						
OTU1620	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1624	k__Fungi	p__Ascomycota					
OTU1630	k__Fungi	p__Ascomycota	c__Leotiomycetes				
OTU1633	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
OTU1655	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Chalara	
OTU1657	k__Fungi						
OTU1660	k__Fungi	p__Ascomycota					
OTU175	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__unidentified	s__unidentified
OTU2058	k__Fungi	p__Ascomycota					
OTU2135	k__Fungi						
OTU2486	k__Fungi						
OTU312	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU376	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae		
OTU526	k__Fungi						
OTU660	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	
OTU855	k__Fungi						
OTU878	k__Fungi						
OTU915	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales			
OTU931	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
OTU988	k__Fungi	p__Ascomycota					
OTU308	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Ophiosphaerella	
OTU681	k__Fungi						
OTU22	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	
OTU190	k__Fungi						
OTU146	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae		
OTU552	k__Fungi						
OTU1403	k__Fungi	p__Ascomycota	c__Dothideomycetes				
OTU622	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU1076	k__Fungi						
OTU195	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	s__unidentified
OTU546	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae		
OTU1044	k__Fungi	p__Ascomycota	c__Geoglossomycetes	o__Geoglossales	f__Geoglossaceae	g__Trichoglossum	s__unidentified
OTU1625	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae		
OTU2133	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Leotiomycetes_ord_Incertae_sedis	f__Pseudeurotiaceae	g__Pseudeurotium	s__Pseudeurotium_hygrophilum
OTU621	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales			
OTU781	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Leucosporidiales	f__unidentified	g__unidentified	s__unidentified
OTU774	k__Fungi	p__Ascomycota					
OTU1084	k__Fungi	p__Ascomycota					
OTU191	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Myxocephala	s__Myxocephala_albida
OTU1736	k__Fungi	p__Glomeromycota					
OTU2351	k__Fungi						
OTU1330	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae		
OTU1637	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Conioscyphales	f__Conioscyphaceae	g__Conioscypha	s__unidentified
OTU1504	k__Fungi						
OTU1667	k__Fungi						
OTU697	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Gnomoniaceae		
OTU1932	k__Fungi						
OTU2376	k__Fungi						
OTU669	k__Fungi	p__Ascomycota					
OTU1073	k__Fungi	p__Glomeromycota					
OTU909	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariales_fam_Incertae_sedis	g__Castanediella	s__Castanediella_couratarii
OTU1649	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae	g__Thozetella	
OTU1636	k__Fungi						
OTU1695	k__Fungi	p__Glomeromycota					
OTU2071	k__Fungi	p__Glomeromycota					
OTU258	k__Fungi	p__Chytridiomycota					
OTU316	k__Fungi						
OTU458	k__Fungi						
OTU587	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Massarinaceae		
OTU86	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	
OTU27	k__Fungi	p__Ascomycota	c__Geoglossomycetes	o__Geoglossales	f__Geoglossaceae	g__Trichoglossum	s__Trichoglossum_walteri
OTU164	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Bankeraceae	g__Sarcodon	s__Sarcodon_quercophilus
OTU373	k__Fungi	p__Ascomycota					
OTU443	k__Fungi						
OTU783	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU555	k__Fungi						
OTU635	k__Fungi						
OTU1040	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__unidentified	s__unidentified
OTU786	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
OTU1101	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae		
OTU1988	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__GS23	f__unidentified	g__unidentified	s__unidentified
OTU2236	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae		
OTU544	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces	s__Talaromyces_proteolyticus
